TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47
16;0;204;204;0;L;600;A2;    ;    ; ;0;0;111871;111871;111871;0;89965;22554;0;0;28899;756;209;0;1277;820;7; ;R;875;0;0;29151;764;209;0;1301;824;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;204;247;0;L;600;A2;    ;    ; ;0;0;4282;4282;4282;0;2186;0;0;0;1067;29;9;0;30;0;1; ;R;32;0;0;1091;29;9;0;34;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;204;386;0;L;600;A2;    ;    ; ;0;0;68648;68648;68648;0;34229;44846;0;0;16722;463;131;0;488;1632;10; ;R;503;0;0;16694;463;131;0;476;1616;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;204;417;0;L;600;A2;    ;    ; ;0;0;1848;1848;1848;0;924;1848;0;0;471;12;3;0;13;67;1; ;R;14;0;0;471;12;3;0;13;67;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;216;   ;0;L;600;A2;    ;    ; ;0;0;75435;75435;75435;0;34571;24503;0;0;18076;506;137;0;492;892;11; ;R;535;0;0;17776;494;137;0;444;896;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;217;   ;0;L;600;A2;    ;    ; ;0;0;3929316;3929316;3929316;0;2374675;59842;0;0;975260;26561;7235;0;33717;2177;16; ;R;29278;0;0;976292;26585;7235;0;33853;2169;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;218;   ;0;L;600;A2;    ;    ; ;0;0;61777;61777;61777;0;45928;25434;0;0;15333;418;116;0;652;925;7; ;R;456;0;0;15245;418;116;0;644;925;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;220;   ;0;L;600;A2;    ;    ; ;0;0;115211;115211;115211;0;99675;19301;0;0;27616;780;213;0;1415;702;7; ;R;828;0;0;27612;780;213;0;1415;702;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;233;233;0;L;600;A2;    ;    ; ;0;0;38773;38773;38773;0;12355;16999;0;0;9440;262;74;0;174;617;12; ;R;289;0;0;9408;262;74;0;174;613;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;233;351;0;L;600;A2;    ;    ; ;0;0;1785;1785;1785;0;967;1636;0;0;434;12;3;0;14;60;1; ;R;13;0;0;446;12;3;0;14;60;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;234;   ;0;L;600;A2;    ;    ; ;0;0;22936;22936;22936;0;9045;7707;0;0;5863;156;43;0;127;282;5; ;R;180;0;0;5923;156;43;0;123;294;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;243;   ;0;L;600;A2;    ;    ; ;0;0;88954;88954;88954;0;55705;29760;0;0;21316;604;163;0;791;1085;20; ;R;639;0;0;21232;600;163;0;779;1081;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;277;   ;0;L;600;A2;    ;    ; ;0;0;249445;249445;249445;0;235419;24469;0;0;59790;1685;460;0;3341;892;9; ;R;1789;0;0;59622;1681;460;0;3345;828;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;297;   ;0;L;600;A2;    ;    ; ;0;0;49633;49633;49633;0;36849;5679;0;0;11714;335;94;0;522;207;3; ;R;350;0;0;11690;335;94;0;518;207;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;304;   ;0;L;600;A2;    ;    ; ;0;0;59339;59339;59339;0;21575;12775;0;0;14729;400;114;0;306;464;6; ;R;443;0;0;14845;404;114;0;306;464;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;316;   ;0;L;600;A2;    ;    ; ;0;0;34982;34982;34982;0;13353;11210;0;0;8640;236;66;0;190;407;4; ;R;266;0;0;8692;236;66;0;194;407;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;330;   ;0;L;600;A2;    ;    ; ;0;0;238603;238603;238603;0;217791;13841;0;0;59222;1611;442;0;3093;504;6; ;R;1843;0;0;61510;1663;442;0;3373;504;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;340;   ;0;L;600;A2;    ;    ; ;0;0;95173;95173;95173;0;43183;31550;0;0;22809;644;178;0;611;1151;21; ;R;680;0;0;22713;640;178;0;603;1115;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;343;   ;0;L;600;A2;    ;    ; ;0;0;34618;34618;34618;0;22728;7015;0;0;8334;233;63;0;324;254;5; ;R;251;0;0;8302;229;63;0;312;254;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;349;   ;0;L;600;A2;    ;    ; ;0;0;88782;88782;88782;0;64904;36321;0;0;21277;601;165;0;922;1323;9; ;R;637;0;0;21289;601;165;0;926;1319;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;352;   ;0;L;600;A2;    ;    ; ;0;0;9622;9622;9622;0;3104;1627;0;0;2364;64;19;0;44;59;1; ;R;69;0;0;2364;64;19;0;44;59;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;355;   ;0;L;600;A2;    ;    ; ;0;0;77821;77821;77821;0;44902;28075;0;0;19317;522;148;0;638;1021;14; ;R;571;0;0;19157;518;148;0;614;1025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;359;   ;0;L;600;A2;    ;    ; ;0;0;2274749;2274749;2274749;0;2086123;319221;0;0;552662;15382;4186;0;29626;11615;25; ;R;16594;0;0;552838;15386;4186;0;29658;11607;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;366;   ;0;L;600;A2;    ;    ; ;0;0;780870;780870;780870;0;574213;258868;0;0;190596;5275;1432;0;8159;9415;47; ;R;5755;0;0;191176;5291;1432;0;8195;9379;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;369;   ;0;L;600;A2;    ;    ; ;0;0;109351;109351;109351;0;49200;79999;0;0;26209;742;203;0;701;2913;16; ;R;784;0;0;26101;738;203;0;697;2901;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;387;   ;0;L;600;A2;    ;    ; ;0;0;21200;21200;21200;0;14272;12098;0;0;5080;144;39;0;202;441;6; ;R;153;0;0;5124;144;39;0;210;441;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;399;   ;0;L;600;A2;    ;    ; ;0;0;25185;25185;25185;0;18352;7031;0;0;6099;170;47;0;262;255;7; ;R;184;0;0;6139;170;47;0;270;255;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;402;   ;0;L;600;A2;    ;    ; ;0;0;10320;10320;10320;0;5993;3625;0;0;2674;70;20;0;85;132;3; ;R;80;0;0;2662;70;20;0;85;132;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;002;   ;0;V;2;A2;    ;    ; ;0;0;14806;14806;14806;0;6800;4388;0;0;3494;103;53;0;99;159;8; ; ;103;0;0;3494;103;53;0;99;159;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;031;   ;0;V;2;A2;    ;    ; ;0;0;13659;13659;13659;0;9180;5522;0;0;3222;92;47;0;130;200;7; ; ;94;0;0;3214;92;47;0;126;212;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;039;   ;0;V;2;A2;    ;    ; ;0;0;13766;13766;13766;0;3738;2831;0;0;3247;94;48;0;54;103;4; ; ;97;0;0;3323;94;48;0;62;103;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;044;   ;0;V;2;A2;    ;    ; ;0;0;5236;5236;5236;0;1378;1419;0;0;1236;37;18;0;19;51;3; ; ;37;0;0;1236;37;18;0;19;51;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;059;   ;0;V;2;A2;    ;    ; ;0;0;5274;5274;5274;0;975;0;0;0;1244;36;19;0;14;0;0; ; ;36;0;0;1244;36;19;0;14;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;098;   ;0;V;2;A2;    ;    ; ;0;0;7501;7501;7501;0;4300;0;0;0;1769;51;27;0;61;0;0; ; ;52;0;0;1769;51;27;0;61;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;104;   ;0;V;2;A2;    ;    ; ;0;0;21532;21532;21532;0;21439;3722;0;0;5079;145;77;0;305;135;4; ; ;148;0;0;5079;145;77;0;305;135;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;110;   ;0;V;2;A2;    ;    ; ;0;0;75031;75031;75031;0;49292;16729;0;0;17695;508;270;0;698;607;10; ; ;521;0;0;17627;508;270;0;698;603;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;114;   ;0;V;2;A2;    ;    ; ;0;0;9334;9334;9334;0;3969;2249;0;0;2201;62;33;0;56;81;3; ; ;64;0;0;2201;62;33;0;56;81;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;127;   ;0;V;2;A2;    ;    ; ;0;0;1823;1823;1823;0;2788;0;0;0;430;12;6;0;40;0;1; ; ;12;0;0;430;12;6;0;40;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;136;   ;0;V;2;A2;    ;    ; ;0;0;82879;82879;82879;0;65527;17203;0;0;19542;561;301;0;931;626;8; ; ;580;0;0;19506;561;301;0;879;718;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;142;   ;0;V;2;A2;    ;    ; ;0;0;31300;31300;31300;0;5072;1898;0;0;7381;212;115;0;72;69;2; ; ;222;0;0;7397;212;115;0;72;69;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;189;   ;0;V;2;A2;    ;    ; ;0;0;11465;11465;11465;0;9057;1985;0;0;2704;77;42;0;129;72;2; ; ;78;0;0;2692;77;42;0;129;72;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;190;   ;0;V;2;A2;    ;    ; ;0;0;10492;10492;10492;0;4858;6774;0;0;2473;70;36;0;70;247;3; ; ;69;0;0;2433;70;36;0;66;239;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;197;   ;0;V;2;A2;    ;    ; ;0;0;12192;12192;12192;0;7033;529;0;0;2876;84;45;0;100;19;1; ; ;87;0;0;2876;84;45;0;100;19;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;229;   ;0;V;2;A2;    ;    ; ;0;0;36480;36480;36480;0;6558;965;0;0;8603;247;134;0;94;35;2; ; ;259;0;0;8631;247;134;0;94;35;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;242;   ;0;V;2;A2;    ;    ; ;0;0;76203;76203;76203;0;36058;21255;0;0;17971;515;267;0;513;770;20; ; ;528;0;0;18059;515;267;0;533;742;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;253;   ;0;V;2;A2;    ;    ; ;0;0;42176;42176;42176;0;24526;18044;0;0;9945;285;152;0;349;657;6; ; ;272;0;0;9173;265;152;0;197;461;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;268;   ;0;V;2;A2;    ;    ; ;0;0;5386;5386;5386;0;3139;933;0;0;1270;36;18;0;46;34;1; ; ;36;0;0;1270;36;18;0;46;34;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;273;   ;0;V;2;A2;    ;    ; ;0;0;6001;6001;6001;0;2800;890;0;0;1415;41;21;0;40;32;1; ; ;41;0;0;1415;41;21;0;40;32;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;292;   ;0;V;2;A2;    ;    ; ;0;0;1841945;1841945;1841945;0;1609313;214953;0;0;434343;12451;6752;0;22860;7817;80; ; ;13001;0;0;433899;12423;6752;0;22896;7397;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;321;   ;0;V;2;A2;    ;    ; ;0;0;984;984;984;0;93;0;0;0;232;7;3;0;1;0;0; ; ;6;0;0;232;7;3;0;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;325;   ;0;V;2;A2;    ;    ; ;0;0;5916;5916;5916;0;1336;2580;0;0;1395;40;20;0;19;94;2; ; ;40;0;0;1395;40;20;0;19;94;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;335;   ;0;V;2;A2;    ;    ; ;0;0;20095;20095;20095;0;10080;1420;0;0;4739;136;74;0;144;51;3; ; ;142;0;0;4739;136;74;0;144;51;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;356;   ;0;V;2;A2;    ;    ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0;0;0;0;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;361;   ;0;V;2;A2;    ;    ; ;0;0;110989;110989;110989;0;104111;3600;0;0;26172;749;405;0;1479;131;1; ; ;781;0;0;26084;749;405;0;1479;107;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;373;   ;0;V;2;A2;    ;    ; ;0;0;3389;3389;3389;0;2227;0;0;0;799;23;13;0;31;0;0; ; ;24;0;0;799;23;13;0;31;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;378;   ;0;V;2;A2;    ;    ; ;0;0;23328;23328;23328;0;9929;9110;0;0;5501;158;82;0;141;330;9; ; ;159;0;0;5493;158;82;0;141;326;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;381;   ;0;V;2;A2;    ;    ; ;0;0;43849;43849;43849;0;6554;7517;0;0;10339;297;161;0;94;274;1; ; ;293;0;0;9779;285;161;0;58;178;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;400;   ;0;V;2;A2;    ;    ; ;0;0;86545;86545;86545;0;58228;23728;0;0;20406;585;312;0;828;860;16; ; ;545;0;0;18350;533;312;0;620;764;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
